Cargo_ID,Order_ID,Length_cm,Width_cm,Height_cm,Weight_kg,Category,Fragile,Destination_Zone,Priority,Stackable,Sorting_Sequence,Robotic_Pick_Position_X,Robotic_Pick_Position_Y,Robotic_Pick_Position_Z,Temperature_C,Humidity_%,Vibration_Level,Shock_Impact_g,Tilt_Angle_deg,GPS_Latitude,GPS_Longitude,Light_Exposure_lux,Battery_Level_%,Signal_Strength_dBm
CARGO_0926,ORDER_248,21.6,29.4,17.8,22.47,Toys,False,Zone_C,4,True,84,30.2,1.4,8.9,10.67,53.59,1.3,3.65,23.91,11.18234,77.875556,137.46,81.72,-47.62
CARGO_0927,ORDER_826,28.2,34.9,17.4,31.5,Toys,False,Zone_A,2,True,98,30.5,46.5,1.3,18.06,44.22,4.27,1.0,84.22,11.79551,77.146665,39.93,59.94,-51.53
CARGO_0928,ORDER_811,9.2,4.0,3.5,0.28,Beauty,False,Zone_A,4,True,29,41.8,31.8,3.2,26.25,35.82,4.32,6.74,41.21,11.122317,79.708253,55.39,48.31,-60.86
CARGO_0929,ORDER_319,20.8,21.3,3.5,2.97,Books,False,Zone_C,3,True,45,36.3,12.4,2.8,29.0,40.74,3.86,0.08,11.48,11.124843,78.449303,348.92,94.67,-49.56
CARGO_0930,ORDER_427,7.5,14.1,4.5,0.8,Beauty,True,Zone_A,3,False,51,37.5,30.3,4.3,17.74,77.85,0.84,4.75,38.94,10.39926,77.842883,620.8,24.34,-82.77
CARGO_0931,ORDER_857,65.2,35.7,48.0,210.94,Home_Appliances,False,Zone_A,4,False,34,12.2,14.8,3.6,14.18,70.65,4.11,1.93,11.43,12.82224,79.14916,402.31,32.21,-61.77
CARGO_0932,ORDER_1037,28.5,19.3,1.3,1.37,Books,False,Zone_C,3,True,15,19.9,5.2,5.0,35.05,62.82,3.85,6.27,45.23,12.251483,79.657707,25.55,53.57,-64.56
CARGO_0933,ORDER_752,13.2,18.8,1.6,0.64,Books,False,Zone_A,4,True,22,14.3,5.9,8.7,39.53,58.51,2.98,9.79,50.51,10.00373,77.000921,476.48,69.12,-62.65
CARGO_0934,ORDER_299,71.7,39.4,11.3,68.47,Home_Appliances,False,Zone_C,2,False,23,39.0,47.6,7.0,25.77,85.35,1.69,4.64,30.4,12.29684,79.063557,442.13,20.66,-89.88
CARGO_0935,ORDER_196,41.5,10.7,2.4,2.55,Electronics,False,Zone_A,5,True,52,40.7,13.3,8.2,15.15,34.36,1.31,8.17,6.45,12.219385,79.301035,756.85,77.55,-83.37
CARGO_0936,ORDER_318,27.2,39.5,7.6,19.28,Sports,False,Zone_D,5,True,82,3.7,8.5,8.4,18.17,46.84,0.61,5.08,84.92,10.029193,77.629782,279.61,64.7,-82.8
CARGO_0937,ORDER_758,32.4,5.9,11.0,4.68,Sports,False,Zone_C,5,True,66,39.2,9.0,0.9,10.55,51.0,2.55,4.96,69.6,11.108813,78.468871,217.53,58.78,-63.88
CARGO_0938,ORDER_1186,8.5,26.9,16.2,8.4,Toys,False,Zone_C,5,True,32,34.9,48.4,6.8,37.43,76.95,2.93,9.3,75.5,11.820243,77.267858,255.94,53.88,-41.65
CARGO_0939,ORDER_529,26.2,25.1,16.7,18.84,Electronics,True,Zone_C,4,False,9,30.9,19.8,7.0,13.53,89.55,1.8,8.9,33.02,11.358252,79.24025,303.74,61.56,-42.76
CARGO_0940,ORDER_766,68.4,41.4,20.9,137.57,Home_Appliances,False,Zone_A,2,False,39,4.9,49.6,3.4,27.3,44.44,2.38,7.86,68.47,12.333958,79.542368,599.16,32.94,-86.37
CARGO_0941,ORDER_218,56.2,39.0,24.6,108.12,Sports,False,Zone_D,2,False,41,13.0,9.0,4.2,18.22,82.46,1.82,2.96,43.68,11.276375,77.32456,471.53,28.7,-81.71
CARGO_0942,ORDER_461,32.2,31.5,26.9,52.63,Sports,False,Zone_D,4,False,11,27.8,9.8,4.5,26.63,79.84,3.21,5.45,18.1,10.461589,79.449381,336.89,43.17,-97.84
CARGO_0943,ORDER_948,8.3,8.6,2.8,0.35,Beauty,True,Zone_B,2,False,68,44.6,49.9,7.8,29.54,43.48,4.51,2.24,11.2,12.929247,79.314711,374.31,76.76,-76.07
CARGO_0944,ORDER_262,71.0,58.1,40.0,374.89,Home_Appliances,False,Zone_A,2,False,71,36.2,13.3,1.2,34.89,53.96,0.82,4.44,31.05,10.72612,78.04074,370.92,67.06,-49.92
CARGO_0945,ORDER_148,77.7,54.6,22.8,201.46,Home_Appliances,False,Zone_C,2,False,7,14.5,25.3,3.8,16.19,54.58,1.91,4.84,12.38,12.153077,79.070869,972.41,58.41,-45.05
CARGO_0946,ORDER_111,11.0,13.8,4.2,1.36,Beauty,True,Zone_B,5,False,94,48.0,8.2,5.3,10.33,88.69,0.7,8.32,89.84,10.429469,77.000144,233.0,65.72,-85.81
CARGO_0947,ORDER_550,15.0,8.2,9.5,2.28,Clothing,False,Zone_A,4,True,84,16.8,10.3,3.3,14.11,40.85,3.12,8.96,4.43,10.987038,79.795393,818.06,64.74,-84.05
CARGO_0948,ORDER_654,10.2,38.3,9.6,8.17,Electronics,True,Zone_A,5,False,29,12.4,21.0,8.0,37.0,77.95,3.64,4.15,39.7,11.326083,78.65115,708.21,44.56,-86.75
CARGO_0949,ORDER_124,21.3,22.3,9.7,9.32,Electronics,True,Zone_B,2,False,52,29.6,4.0,3.0,36.22,50.05,4.66,0.18,40.69,10.576696,78.861017,5.57,27.8,-78.99
CARGO_0950,ORDER_593,41.2,56.8,19.1,107.27,Home_Appliances,False,Zone_B,3,False,54,28.6,13.2,3.7,27.92,73.85,1.39,8.62,27.06,11.349879,78.993978,993.18,91.74,-51.71
CARGO_0951,ORDER_650,36.7,37.0,14.3,34.23,Sports,False,Zone_C,1,True,78,12.6,1.2,3.1,28.02,55.2,4.75,1.74,51.42,10.471488,78.684107,756.44,67.99,-61.19
CARGO_0952,ORDER_994,35.2,10.0,12.9,7.67,Electronics,False,Zone_A,3,True,41,16.2,3.6,3.8,29.95,64.7,0.32,6.22,13.5,11.67702,79.570292,682.45,75.82,-52.84
CARGO_0953,ORDER_206,19.7,26.0,12.3,12.65,Electronics,True,Zone_B,4,False,26,40.3,43.1,7.7,15.26,79.96,3.02,0.25,70.55,11.99114,78.829105,405.32,57.12,-65.02
CARGO_0954,ORDER_263,19.0,9.4,8.8,3.23,Beauty,True,Zone_C,5,False,49,49.4,6.7,6.6,37.43,78.25,0.29,4.0,29.92,10.187303,79.72328,555.2,80.52,-84.54
CARGO_0955,ORDER_461,28.2,20.5,29.1,27.74,Sports,False,Zone_A,4,True,100,26.3,32.8,0.7,22.56,81.99,4.47,9.86,53.22,12.613396,78.746995,253.27,66.76,-86.32
CARGO_0956,ORDER_126,14.8,19.9,3.0,2.0,Books,False,Zone_A,2,True,14,20.5,21.0,2.1,21.49,33.58,2.65,1.01,64.41,10.555423,77.513367,35.48,24.3,-99.46
CARGO_0957,ORDER_770,10.8,10.9,17.9,3.95,Toys,False,Zone_C,3,True,68,21.9,6.3,4.2,25.57,71.52,3.35,4.24,80.01,10.676087,79.740688,836.02,91.21,-53.14
CARGO_0958,ORDER_892,20.9,20.9,3.0,2.69,Books,False,Zone_B,4,True,2,46.0,36.6,1.2,11.41,38.4,4.16,3.07,75.22,11.98405,79.044882,896.48,44.44,-49.17
CARGO_0959,ORDER_710,39.2,26.3,6.3,14.48,Clothing,False,Zone_D,2,True,41,6.1,21.1,8.9,14.99,54.95,0.75,9.05,54.75,11.406253,79.097717,162.47,31.03,-53.9
CARGO_0960,ORDER_775,30.0,15.9,5.0,5.15,Books,False,Zone_C,2,True,17,12.5,36.6,1.9,32.14,62.92,0.19,8.69,34.96,11.498187,79.956445,787.06,27.04,-95.54
CARGO_0961,ORDER_671,12.3,14.1,2.5,1.01,Books,False,Zone_A,5,True,72,28.2,18.0,1.9,12.48,54.16,4.39,2.38,45.29,10.384465,77.22559,741.15,77.64,-54.27
CARGO_0962,ORDER_165,21.8,54.7,18.8,48.75,Home_Appliances,False,Zone_C,4,False,72,40.0,46.6,0.8,28.09,61.18,1.57,0.81,69.19,12.417207,78.285778,178.38,76.32,-97.25
CARGO_0963,ORDER_708,36.1,22.6,14.5,24.63,Sports,False,Zone_D,3,True,1,17.4,6.0,3.4,17.36,89.79,0.64,6.27,78.98,11.851163,77.717286,421.83,76.01,-93.66
CARGO_0964,ORDER_1041,10.2,15.6,4.1,1.51,Books,False,Zone_D,3,True,97,25.4,19.1,2.7,21.68,38.11,2.34,3.36,9.34,10.406146,78.891279,422.76,93.26,-73.57
CARGO_0965,ORDER_931,37.8,10.5,8.9,7.02,Clothing,False,Zone_B,1,True,12,43.3,27.0,0.4,18.66,70.53,2.99,6.72,34.64,11.121998,79.420435,759.96,47.92,-71.43
CARGO_0966,ORDER_380,7.0,8.2,1.4,0.18,Beauty,False,Zone_A,4,True,37,26.7,19.8,9.3,20.67,53.76,0.15,0.32,69.85,12.43123,79.898932,837.66,64.89,-51.03
CARGO_0967,ORDER_1095,33.1,7.4,9.1,4.33,Clothing,False,Zone_A,1,True,37,39.7,27.2,2.1,31.57,37.98,1.37,1.33,38.85,11.705065,78.363788,94.78,69.56,-59.23
CARGO_0968,ORDER_518,35.5,17.7,7.6,11.2,Electronics,False,Zone_C,4,True,51,29.7,11.9,6.5,18.91,39.52,0.16,6.86,29.9,10.325946,79.358655,562.97,98.36,-90.8
CARGO_0969,ORDER_584,8.8,2.3,3.7,0.17,Beauty,False,Zone_A,2,True,5,4.9,16.8,8.3,26.99,86.96,2.1,2.12,37.02,11.118331,79.751155,761.75,44.99,-86.43
CARGO_0970,ORDER_907,13.3,5.2,10.0,1.39,Clothing,False,Zone_A,1,True,17,32.8,33.9,9.2,24.28,82.78,4.48,8.58,54.26,10.728083,79.049976,786.19,96.51,-82.86
CARGO_0971,ORDER_282,50.7,36.3,46.3,177.7,Home_Appliances,False,Zone_D,3,False,44,24.0,23.8,9.8,29.91,84.42,4.91,0.59,89.98,11.552397,77.728198,147.99,31.9,-92.58
CARGO_0972,ORDER_1023,33.2,5.7,2.0,0.63,Sports,False,Zone_D,4,True,70,38.4,28.5,5.6,38.1,89.49,3.19,2.15,44.37,12.530083,78.823562,525.51,81.12,-82.74
CARGO_0973,ORDER_872,79.2,36.8,31.6,148.02,Home_Appliances,False,Zone_C,2,False,74,0.7,12.3,7.9,31.98,42.5,0.81,9.99,18.76,11.308801,79.909856,857.56,70.63,-56.28
CARGO_0974,ORDER_267,74.7,26.4,39.2,152.23,Home_Appliances,False,Zone_C,1,False,67,19.5,13.8,2.7,16.45,51.33,4.53,4.33,14.66,11.300026,79.962661,318.52,85.35,-85.52
CARGO_0975,ORDER_224,30.4,10.7,29.4,16.69,Sports,False,Zone_C,5,True,1,21.5,46.3,4.3,10.94,70.15,2.58,7.03,3.81,12.716053,78.927079,425.12,22.29,-49.88
CARGO_0976,ORDER_473,71.2,53.0,38.8,329.11,Home_Appliances,False,Zone_C,1,False,8,25.8,47.0,2.5,17.87,59.03,0.77,1.83,50.29,11.728556,79.660963,804.36,26.25,-71.83
CARGO_0977,ORDER_1178,30.7,35.8,23.7,54.53,Sports,False,Zone_D,3,False,2,28.3,17.4,1.0,27.85,55.1,4.61,6.1,49.01,11.698573,77.601048,89.32,25.58,-80.62
CARGO_0978,ORDER_455,37.1,11.8,23.5,16.95,Sports,False,Zone_B,3,True,84,26.9,22.2,9.1,11.54,51.47,3.79,7.26,18.47,10.78573,77.738236,859.49,67.44,-75.25
CARGO_0979,ORDER_125,14.1,16.2,4.5,1.96,Books,False,Zone_A,2,True,23,35.3,48.1,6.6,24.89,65.63,3.66,3.14,62.58,11.823168,79.858663,311.16,68.23,-57.43
CARGO_0980,ORDER_852,15.4,22.7,1.7,0.95,Books,False,Zone_C,4,True,87,11.9,20.0,3.5,27.91,64.54,3.55,8.29,66.7,11.727731,77.405706,1.45,92.49,-68.99
CARGO_0981,ORDER_848,45.9,56.5,40.8,196.13,Home_Appliances,False,Zone_C,1,False,8,9.8,0.9,1.9,20.03,39.69,1.0,6.03,23.32,11.190554,77.573319,234.16,57.41,-99.56
CARGO_0982,ORDER_909,30.3,31.2,11.3,25.33,Electronics,True,Zone_A,2,False,79,37.6,27.5,1.3,33.13,58.3,1.06,3.89,30.97,12.972087,78.261646,89.5,25.44,-44.66
CARGO_0983,ORDER_149,27.2,50.2,44.9,122.55,Home_Appliances,False,Zone_D,1,False,47,23.7,2.4,6.0,13.2,63.21,3.44,5.58,89.14,12.645673,78.768753,92.38,36.76,-96.04
CARGO_0984,ORDER_550,23.5,13.8,19.3,10.3,Electronics,True,Zone_B,5,False,99,8.2,47.9,0.6,12.25,64.22,1.1,5.77,33.68,12.248759,78.811452,692.84,20.65,-43.68
CARGO_0985,ORDER_179,15.9,12.6,4.0,1.67,Beauty,True,Zone_B,2,False,43,14.3,22.8,4.0,31.85,42.61,2.19,1.66,68.47,11.612037,77.875928,213.98,82.14,-98.31
CARGO_0986,ORDER_612,71.2,35.3,28.2,130.21,Home_Appliances,False,Zone_C,5,False,87,33.5,41.8,8.8,24.86,74.54,3.91,4.03,40.75,11.386179,79.761842,934.74,85.25,-53.74
CARGO_0987,ORDER_554,20.5,18.6,16.2,10.93,Electronics,True,Zone_C,1,False,8,3.9,26.7,2.4,30.65,31.51,3.92,3.43,71.4,10.554692,79.7453,516.44,99.84,-67.92
CARGO_0988,ORDER_976,13.6,16.3,2.6,1.12,Sports,False,Zone_D,1,True,42,45.7,32.4,6.2,23.04,51.29,2.27,4.01,69.21,10.917212,78.176204,460.1,52.98,-69.66
CARGO_0989,ORDER_225,26.4,8.1,2.8,1.39,Clothing,False,Zone_D,2,True,82,18.6,16.7,8.6,17.39,76.81,3.96,7.61,60.1,12.321882,78.302875,434.28,21.54,-95.63
CARGO_0990,ORDER_609,41.5,39.6,36.2,102.97,Home_Appliances,False,Zone_D,5,False,37,19.5,14.2,8.5,34.57,63.83,4.19,4.83,76.93,11.361247,79.107491,692.59,38.78,-85.68
CARGO_0991,ORDER_544,13.0,11.0,8.3,2.6,Electronics,False,Zone_B,5,True,75,31.0,5.1,4.1,33.98,45.67,3.27,9.4,84.53,12.646809,78.988988,452.26,67.02,-53.35
CARGO_0992,ORDER_568,38.5,7.0,9.3,5.85,Clothing,False,Zone_C,4,True,39,25.4,43.5,2.4,30.84,71.7,1.14,2.94,52.2,10.443733,78.146891,128.6,96.96,-46.52
CARGO_0993,ORDER_502,75.4,25.2,17.7,66.52,Home_Appliances,False,Zone_B,5,False,93,7.7,16.0,5.6,18.16,64.04,1.37,4.16,21.37,11.525041,78.242733,880.17,28.29,-68.25
CARGO_0994,ORDER_1005,6.1,34.3,13.0,5.12,Toys,False,Zone_B,4,True,64,20.6,43.2,0.6,27.71,77.77,1.57,7.87,35.88,11.940897,78.044117,428.4,29.73,-78.8
CARGO_0995,ORDER_289,71.5,56.5,28.3,264.03,Home_Appliances,False,Zone_D,3,False,1,28.5,28.1,7.6,20.83,74.1,0.58,5.46,68.25,11.550545,77.706155,74.0,76.14,-96.4
CARGO_0996,ORDER_968,22.2,34.1,9.3,14.82,Toys,False,Zone_A,2,True,59,14.8,17.9,4.6,12.75,66.61,1.37,5.47,58.58,12.667681,78.374415,529.37,73.38,-59.07
CARGO_0997,ORDER_160,25.1,28.5,15.1,22.91,Toys,False,Zone_C,5,True,74,18.7,1.3,2.5,37.52,59.29,1.05,0.53,16.0,12.96869,79.059302,647.35,40.04,-83.29
CARGO_0998,ORDER_258,29.3,35.6,29.5,57.0,Sports,False,Zone_A,1,False,46,9.9,3.3,2.0,14.1,37.99,2.28,3.99,4.61,10.347504,79.2259,275.58,85.05,-96.7
CARGO_0999,ORDER_338,35.8,26.7,5.6,12.27,Clothing,False,Zone_B,4,True,96,6.9,22.0,2.7,38.51,45.68,4.54,2.71,61.47,10.389865,79.336621,800.34,30.3,-60.05
CARGO_1000,ORDER_190,33.6,22.6,4.7,7.83,Electronics,True,Zone_A,4,False,11,20.5,13.5,1.9,23.38,55.15,0.52,9.99,22.6,10.390972,78.124196,669.78,94.06,-70.86
CARGO_1001,ORDER_1059,20.0,12.7,8.4,3.56,Toys,False,Zone_A,1,True,6,11.5,16.1,5.5,15.55,65.96,3.6,3.08,44.97,12.043531,79.293908,650.34,36.08,-99.28
CARGO_1002,ORDER_218,56.7,29.6,18.1,67.86,Sports,False,Zone_A,3,False,2,4.6,13.2,9.7,26.26,60.82,3.44,8.84,67.21,11.118028,77.019549,420.82,26.51,-93.34
CARGO_1003,ORDER_1040,51.6,50.4,24.9,122.1,Home_Appliances,False,Zone_B,3,False,65,44.6,16.4,5.0,36.19,47.29,0.48,6.76,50.64,12.199944,78.43115,961.92,47.16,-58.05
CARGO_1004,ORDER_1195,20.3,14.0,1.2,0.82,Books,False,Zone_C,4,True,84,6.5,41.7,1.1,31.97,30.39,4.61,3.41,7.5,11.216414,79.381713,274.19,35.03,-96.18
CARGO_1005,ORDER_1143,39.1,7.9,1.4,1.04,Clothing,False,Zone_A,2,True,85,38.6,3.5,0.9,34.2,59.77,2.84,5.44,16.7,11.88282,78.890134,577.71,62.16,-48.04
CARGO_1006,ORDER_1194,77.0,46.7,27.0,213.35,Home_Appliances,False,Zone_B,4,False,93,0.6,31.3,6.8,29.76,47.14,1.82,8.41,19.74,12.309574,78.422189,309.06,74.95,-81.32
CARGO_1007,ORDER_461,18.8,14.8,3.8,2.12,Clothing,False,Zone_A,2,True,91,43.7,10.2,5.8,30.77,74.08,3.78,8.83,23.21,11.644648,78.933926,744.8,59.27,-94.68
CARGO_1008,ORDER_29,49.3,5.0,22.4,12.84,Sports,False,Zone_B,4,True,34,3.8,13.1,5.2,35.48,31.44,1.29,1.6,50.89,11.618511,79.720838,47.79,72.85,-54.41
CARGO_1009,ORDER_705,15.1,5.3,1.5,0.21,Beauty,False,Zone_A,3,True,87,4.4,1.5,7.6,17.49,65.09,3.47,3.4,45.36,10.264703,78.699145,45.89,49.19,-68.53
CARGO_1010,ORDER_578,33.2,25.5,6.9,12.22,Toys,False,Zone_A,5,True,82,29.6,18.9,3.1,24.68,86.49,0.2,3.35,18.28,11.232345,79.399359,810.86,22.23,-81.6
CARGO_1011,ORDER_221,67.8,46.1,49.7,266.9,Home_Appliances,False,Zone_A,3,False,33,12.1,11.0,0.9,16.64,40.46,4.2,0.42,6.08,11.637331,79.942228,434.27,97.93,-75.63
CARGO_1012,ORDER_326,20.7,10.6,15.1,6.76,Toys,False,Zone_C,3,True,27,19.9,20.5,7.7,39.63,58.3,2.24,5.98,15.43,11.385942,79.116705,341.18,85.55,-98.72
CARGO_1013,ORDER_583,18.7,15.8,4.5,2.75,Clothing,False,Zone_A,3,True,24,42.5,20.7,9.9,38.32,35.49,3.18,8.55,88.59,12.702346,78.719977,607.53,25.87,-60.24
CARGO_1014,ORDER_151,16.0,5.6,1.3,0.22,Beauty,False,Zone_C,4,True,75,7.9,37.9,5.0,11.18,67.54,1.11,3.82,42.17,12.719592,77.112458,701.9,55.93,-78.05
CARGO_1015,ORDER_288,12.2,11.5,3.3,0.84,Books,False,Zone_C,2,True,66,32.1,37.6,1.2,31.17,63.03,3.39,7.4,78.06,12.465752,78.123434,201.2,70.8,-57.16
CARGO_1016,ORDER_756,41.9,13.6,4.2,4.92,Electronics,False,Zone_B,5,True,86,25.9,48.5,0.6,37.76,54.44,3.86,6.28,76.39,11.125894,78.696328,185.43,35.25,-62.31
CARGO_1017,ORDER_755,41.1,32.2,12.6,32.71,Electronics,True,Zone_D,1,False,24,28.8,38.6,7.0,15.42,61.28,2.37,3.76,46.04,12.151897,79.39162,958.15,66.24,-60.92
CARGO_1018,ORDER_371,21.9,7.7,8.0,2.78,Clothing,False,Zone_B,2,True,1,37.2,33.5,2.2,27.04,83.79,3.09,1.41,63.6,11.185865,78.314314,589.66,62.69,-52.43
CARGO_1019,ORDER_97,23.8,53.2,37.2,101.49,Home_Appliances,False,Zone_A,3,False,38,30.6,38.2,8.7,37.46,41.78,2.28,7.09,17.35,10.697781,79.880175,390.12,36.66,-62.13
CARGO_1020,ORDER_223,10.7,9.9,9.8,2.2,Beauty,True,Zone_B,5,False,25,2.2,16.1,2.6,11.02,31.35,4.47,8.55,61.96,11.028708,77.815381,801.44,31.3,-74.88
CARGO_1021,ORDER_1006,69.8,42.9,15.7,81.12,Home_Appliances,False,Zone_C,1,False,1,39.8,36.8,0.7,30.92,81.7,2.49,6.86,24.51,10.212894,79.233702,525.16,80.72,-76.6
CARGO_1022,ORDER_88,11.0,10.6,1.5,0.29,Beauty,False,Zone_C,5,True,22,9.6,24.2,10.0,18.92,64.63,4.21,0.18,74.89,10.995333,78.257094,241.66,45.81,-92.83
CARGO_1023,ORDER_562,21.8,35.1,27.7,48.44,Home_Appliances,False,Zone_B,1,False,47,43.2,35.8,3.5,37.73,83.44,4.01,2.16,7.54,11.382227,78.457965,206.74,39.52,-53.23
CARGO_1024,ORDER_158,28.6,26.9,16.7,29.78,Home_Appliances,False,Zone_A,2,True,35,25.3,13.8,9.7,39.13,65.82,2.05,0.69,69.58,12.866443,79.407506,396.86,79.03,-54.33
CARGO_1025,ORDER_694,5.9,10.3,7.3,0.81,Beauty,False,Zone_C,3,True,69,13.3,18.8,8.0,38.33,78.61,1.15,5.7,8.99,10.940232,77.888646,859.9,78.89,-85.22
CARGO_1026,ORDER_1131,25.1,14.6,2.2,1.71,Toys,False,Zone_A,2,True,69,49.5,44.5,6.4,24.23,55.78,2.03,7.56,79.31,12.707361,77.290436,61.45,42.11,-48.24
CARGO_1027,ORDER_1089,36.6,26.2,5.9,9.69,Sports,False,Zone_D,1,True,53,1.8,0.2,7.1,35.86,74.99,4.13,1.11,27.38,10.686575,78.560767,218.53,89.81,-64.66
CARGO_1028,ORDER_669,71.3,54.5,21.6,178.13,Home_Appliances,False,Zone_B,5,False,39,6.3,43.5,7.8,35.34,84.78,1.14,8.38,58.9,10.572907,78.586384,893.15,75.06,-71.28
CARGO_1029,ORDER_1087,29.3,14.4,25.1,21.49,Sports,False,Zone_C,1,True,56,34.8,16.1,2.9,19.57,64.33,2.62,5.56,43.88,11.556986,79.391503,121.73,47.66,-98.95
CARGO_1030,ORDER_735,6.8,8.9,4.6,0.58,Clothing,False,Zone_D,4,True,76,6.3,1.9,7.7,34.87,40.85,4.03,6.9,32.97,12.017534,79.904958,629.63,54.2,-77.04
CARGO_1031,ORDER_423,32.0,19.5,3.2,4.11,Clothing,False,Zone_C,4,True,21,20.6,25.9,3.5,11.11,46.13,1.77,9.71,58.09,10.132997,77.165902,213.51,78.14,-61.56
CARGO_1032,ORDER_796,18.1,22.5,1.1,0.83,Books,False,Zone_C,2,True,42,19.8,16.6,4.8,27.89,41.92,3.21,0.84,85.28,10.663198,78.775068,605.87,36.93,-94.62
CARGO_1033,ORDER_744,62.4,36.1,10.3,51.33,Home_Appliances,False,Zone_D,4,False,47,16.7,6.9,5.1,16.9,44.81,1.23,9.01,3.71,11.367051,79.043836,383.1,57.5,-72.43
CARGO_1034,ORDER_912,9.7,8.8,4.9,0.69,Beauty,False,Zone_C,4,True,100,7.7,22.5,5.4,13.62,48.38,0.55,1.26,82.7,10.993013,79.957404,101.68,72.28,-40.39
CARGO_1035,ORDER_663,49.9,27.9,11.4,33.31,Home_Appliances,False,Zone_D,4,True,11,0.6,5.9,0.6,12.31,63.31,3.97,3.93,54.82,12.137863,79.827771,582.48,63.16,-57.01
CARGO_1036,ORDER_796,17.6,28.9,15.5,14.97,Toys,False,Zone_A,3,True,21,48.3,20.6,6.3,30.89,65.28,0.49,8.51,72.66,11.533482,79.137352,683.04,68.67,-67.19
CARGO_1037,ORDER_597,37.8,15.8,5.9,6.82,Clothing,False,Zone_D,2,True,5,3.7,5.5,0.4,20.2,55.59,1.36,9.06,34.55,10.481077,78.565368,680.27,63.7,-68.02
CARGO_1038,ORDER_521,26.1,11.8,8.6,4.76,Clothing,False,Zone_C,5,True,90,43.3,34.4,8.5,31.74,66.93,4.28,5.06,42.47,12.683396,77.484572,637.03,35.94,-97.37
CARGO_1039,ORDER_251,2.3,2.0,6.5,0.06,Beauty,True,Zone_C,4,False,10,1.0,12.6,5.2,11.96,34.89,1.73,5.94,78.2,10.878717,78.15253,500.22,52.82,-42.56
CARGO_1040,ORDER_382,25.4,31.9,12.5,16.57,Electronics,True,Zone_C,3,False,56,12.3,18.3,8.9,19.46,35.27,4.87,7.08,37.34,12.193393,78.755367,519.47,62.56,-44.31
CARGO_1041,ORDER_1149,11.0,15.5,27.8,8.52,Sports,False,Zone_D,5,True,100,35.2,25.3,8.9,26.18,40.31,4.9,8.33,48.12,12.339747,79.175601,635.64,82.41,-59.06
CARGO_1042,ORDER_513,20.3,10.4,2.8,1.21,Books,False,Zone_A,2,True,46,34.4,48.6,7.7,33.72,61.08,1.34,1.22,1.82,12.889473,78.906199,690.26,72.31,-94.06
CARGO_1043,ORDER_896,32.9,19.4,7.8,10.82,Clothing,False,Zone_D,4,True,60,35.5,45.3,2.9,19.56,42.84,0.2,8.1,14.27,11.495522,79.142368,654.88,54.13,-87.53
CARGO_1044,ORDER_415,30.0,14.7,2.2,2.11,Clothing,False,Zone_D,4,True,45,33.2,28.0,3.4,28.78,47.0,3.53,4.81,57.75,11.847507,78.287458,586.95,97.95,-88.97
CARGO_1045,ORDER_972,7.1,30.0,4.3,2.09,Toys,False,Zone_C,1,True,34,29.8,30.1,6.0,36.58,54.02,2.25,4.51,64.53,11.004629,79.182882,155.84,28.62,-68.83
CARGO_1046,ORDER_1025,76.1,50.8,13.0,112.95,Home_Appliances,False,Zone_C,1,False,33,25.4,27.9,2.2,28.48,78.71,0.5,4.24,52.43,12.034538,77.431224,210.62,36.54,-87.53
CARGO_1047,ORDER_1149,11.8,29.1,2.5,1.45,Clothing,False,Zone_B,1,True,41,0.1,8.8,5.5,16.99,30.83,3.54,5.09,12.9,11.39015,77.487759,260.22,47.31,-58.25
CARGO_1048,ORDER_226,11.3,30.5,4.8,2.92,Toys,False,Zone_D,1,True,8,9.9,38.6,0.3,10.73,68.96,0.16,9.45,40.09,11.312957,77.488496,919.66,38.29,-67.29
CARGO_1049,ORDER_654,51.9,39.7,13.7,54.09,Sports,False,Zone_A,4,False,88,28.9,23.3,2.2,36.1,70.13,4.35,5.48,31.96,12.566403,79.672595,759.4,70.04,-98.94
CARGO_1050,ORDER_1114,8.9,2.4,6.5,0.25,Beauty,True,Zone_A,5,False,13,5.9,41.2,6.7,10.64,77.92,0.69,9.53,44.61,10.150507,77.228102,552.87,23.16,-55.36
CARGO_1051,ORDER_1188,27.1,31.5,10.2,15.72,Electronics,False,Zone_A,2,True,76,47.3,22.0,1.6,36.24,85.97,0.64,1.8,78.33,12.645887,79.404525,252.06,34.19,-88.67
CARGO_1052,ORDER_241,9.5,17.9,2.0,0.7,Clothing,False,Zone_B,3,True,69,23.0,38.2,6.6,25.87,31.21,0.88,7.24,69.83,12.55621,77.700713,110.89,43.47,-50.51
CARGO_1053,ORDER_59,19.7,28.6,18.8,21.82,Electronics,True,Zone_B,2,False,39,32.7,27.3,8.6,38.17,39.23,4.8,8.12,7.56,11.519099,78.40529,898.76,74.67,-78.7
CARGO_1054,ORDER_721,21.5,19.1,10.6,9.13,Electronics,True,Zone_A,4,False,34,28.3,39.1,3.9,33.96,83.17,3.47,6.79,80.13,11.470609,79.74787,892.67,90.07,-79.68
CARGO_1055,ORDER_697,21.9,23.3,3.3,3.2,Books,False,Zone_C,3,True,41,2.4,42.8,5.3,39.94,57.51,4.01,6.07,42.46,11.085422,78.757812,110.7,83.88,-99.29
